ss_item_sk,avg(ss_net_profit),sum(ss_net_profit)
11636,-724.7789,-137708
11637,-880.7664,-94242
11638,-757.6337,-76521
11639,-701.5963,-76474
11640,-908.5789,-51789
11641,-810.0946,-256800
11642,-687.6627,-114152
11643,-672.2077,-87387
11644,-723.2258,-89680
11645,-983.4412,-100311
11646,-528.2857,-25886
11647,-841.7285,-254202
11648,-822.4673,-163671
11649,-750.8468,-93105
11650,-925.0000,-121175
11651,-809.9259,-87472
11652,-800.3585,-42419
11653,-1057.2057,-298132
11654,-776.3400,-116451
11655,-670.4821,-75094
11656,-439.7565,-50572
11657,-1029.7677,-101947
11658,-595.8889,-32178
11659,-898.8206,-270545
11660,-816.8940,-123351
11661,-707.8678,-85652
11662,-1047.4167,-125690
11663,-833.6356,-98369
11664,-858.0893,-48053
11665,-927.6311,-286638
11666,-732.5537,-129662
11667,-616.7217,-70923
11668,-745.3817,-97645
11669,-403.7364,-44411
11670,-1080.2037,-58331
11671,-680.1398,-219005
11672,-1168.5251,-209166
11673,-457.9245,-48540
11674,-946.5776,-109803
11675,-700.5614,-79864
11676,-1034.8667,-62092
11677,-915.1018,-260804
11678,-1086.7826,-174972
11679,-529.3538,-68816
11680,-782.9245,-82990
11681,-1166.6195,-131828
11682,-991.0000,-72343
11683,-736.3607,-251099
11684,-947.8282,-154496
11685,-595.2712,-70242
11686,-762.2121,-100612
11687,-807.8230,-91284
11688,-627.3333,-35758
11689,-992.8986,-283969
11690,-626.4830,-110261
11691,-1218.7008,-154775
11692,-739.0588,-75384
11693,-1021.8857,-107298
11694,-1090.8298,-51269
11695,-755.4433,-226633
11696,-556.9018,-90775
11697,-721.9279,-80134
11698,-917.9417,-94548
11699,-870.8750,-111472
11700,-957.8082,-69920
11701,-913.5857,-293261
11702,-933.5440,-169905
11703,-643.8462,-75330
11704,-767.2018,-83625
11705,-772.7368,-88092
11706,-1035.6667,-62140
11707,-643.1932,-189742
11708,-744.8188,-119171
11709,-732.4711,-88629
11710,-879.8796,-95027
11711,-956.7536,-132032
11712,-575.0909,-44282
11713,-578.7086,-174770
11714,-868.2386,-152810
11715,-661.7623,-80735
11716,-942.0207,-136593
11717,-644.8627,-65776
11718,-898.2281,-51199
11719,-1031.8136,-304385
11720,-845.5875,-135294
11721,-749.5044,-84694
11722,-963.9832,-114714
11723,-889.0388,-114686
11724,-1029.6923,-53544
11725,-793.9070,-238966
11726,-1096.8427,-195238
11727,-1121.4190,-117749
11728,-931.3303,-101515
11729,-745.7143,-88740
11730,-616.9636,-33933
11731,-526.6964,-147475
11732,-862.6136,-151820
11733,-804.4359,-94119
11734,-878.6460,-99287
11735,-1140.5391,-145989
11736,-914.8571,-44828
11737,-829.0399,-228815
11738,-649.5611,-116921
11739,-880.5692,-114474
11740,-937.4727,-103122
11741,-1159.2328,-134471
11742,-978.9577,-69506
11743,-931.9410,-268399
11744,-853.6313,-152800
11745,-938.2000,-103202
11746,-930.2981,-96751
11747,-966.8485,-127624
11748,-838.6500,-50319
11749,-779.7544,-222230
11750,-893.9892,-166282
11751,-764.9658,-89501
11752,-768.0511,-105223
11753,-703.8942,-73205
11754,-888.2632,-50631
11755,-920.9699,-275370
11756,-1046.0893,-175743
11757,-801.0093,-86509
11758,-846.6269,-113448
11759,-763.9029,-78682
11760,-1020.7705,-62267
11761,-668.1077,-198428
11762,-562.8528,-110882
11763,-662.3431,-67559
11764,-1054.9661,-124486
11765,-1090.1765,-111198
11766,-551.1846,-35827
11767,-756.7311,-230803
11768,-879.0171,-153828
11769,-1043.6907,-101238
11770,-771.9167,-92630
11771,-1318.0357,-147620
11772,-523.5070,-37169
11773,-873.7572,-241157
11774,-1067.5030,-180408
11775,-799.9167,-86391
11776,-968.3621,-112330
11777,-886.5514,-94861
11778,-721.2581,-44718
11779,-869.8511,-227901
11780,-725.0468,-123983
11781,-956.0885,-108038
11782,-652.7184,-67230
11783,-761.1770,-86013
11784,-652.3448,-37836
11785,-806.1690,-233789
11786,-943.2079,-167891
11787,-560.1860,-72264
11788,-851.5645,-105594
11789,-575.0345,-66704
11790,-844.6667,-55748
11791,-731.0819,-214207
11792,-587.8440,-82886
11793,-577.3333,-67548
11794,-539.0455,-59295
11795,-840.4242,-83202
11796,-946.3016,-59617
11797,-890.8494,-230730
11798,-608.9602,-107177
11799,-753.5000,-87406
11800,-711.2174,-81790
11801,-780.6000,-97575
11802,-594.7455,-32711
11803,-918.9680,-258230
11804,-841.8057,-147316
11805,-583.8898,-74154
11806,-859.0283,-91057
11807,-617.9231,-72297
11808,-1023.2143,-57300
11809,-841.3636,-240630
11810,-733.1006,-131225
11811,-889.5804,-99633
11812,-929.9333,-97643
11813,-756.6053,-86253
11814,-735.6964,-41199
11815,-755.8567,-242630
11816,-850.3220,-150507
11817,-982.7961,-101228
11818,-901.0692,-117139
11819,-751.1000,-90132
11820,-294.6809,-13850
11821,-891.1364,-274470
11822,-619.9018,-101044
11823,-802.3578,-87457
11824,-894.5192,-93030
11825,-732.2328,-84939
11826,-787.1739,-54315
11827,-808.3006,-255423
11828,-749.7571,-132707
11829,-942.3806,-126279
11830,-1000.6378,-127081
11831,-670.4153,-79109
11832,-625.7500,-35042
11833,-910.6849,-265920
11834,-837.4294,-148225
11835,-511.4086,-47561
11836,-735.5738,-89740
11837,-731.9076,-87097
11838,-563.5714,-35505
11839,-826.6084,-236410
11840,-854.6595,-158112
11841,-951.8189,-120881
11842,-926.0734,-100942
11843,-547.3451,-61850
11844,-684.1739,-31472
11845,-871.5774,-270189
11846,-1080.9471,-224837
11847,-502.4649,-57281
11848,-959.5243,-98831
11849,-1143.4206,-122346
11850,-839.3889,-45327
11851,-716.9007,-194997
11852,-1066.4444,-211156
11853,-556.3120,-69539
11854,-1016.4918,-124012
11855,-1108.1694,-137413
11856,-1077.2353,-54939
11857,-943.4086,-283966
11858,-899.7576,-148460
11859,-916.9697,-90780
11860,-785.9358,-85667
11861,-920.8000,-96684
11862,-1074.3333,-64460
11863,-790.5927,-238759
11864,-877.9835,-159793
11865,-821.7197,-108467
11866,-750.7731,-89342
11867,-1129.6875,-126525
11868,-968.4677,-60045
11869,-774.0590,-209770
11870,-655.3874,-125179
11871,-997.7333,-104762
11872,-960.1731,-99858
11873,-787.4857,-82686
11874,-1090.4898,-53434
11875,-1069.4192,-311201
11876,-923.5088,-157920
11877,-929.0172,-107766
11878,-805.9369,-89459
11879,-1305.0938,-125289
11880,-920.5781,-58917
11881,-908.9821,-253606
11882,-685.8313,-113848
11883,-969.7179,-113457
11884,-741.9710,-102392
11885,-1041.6880,-130211
11886,-854.8200,-42741
11887,-887.5430,-258275
11888,-884.4202,-166271
11889,-1094.9898,-107309
11890,-958.2407,-103490
11891,-866.2155,-100481
11892,-462.9231,-30090
11893,-770.6898,-233519
11894,-858.5824,-145959
11895,-842.3445,-100239
11896,-936.9677,-87138
11897,-688.7857,-86787
11898,-814.9815,-44009
11899,-907.3094,-290339
11900,-760.7976,-127814
11901,-934.0703,-119561
11902,-616.4545,-81372
11903,-754.3186,-85238
11904,-485.8125,-23319
11905,-1007.5667,-302270
11906,-615.6104,-94804
11907,-764.3131,-75667
11908,-758.8454,-73608
11909,-982.0185,-106058
11910,-877.9844,-56191
11911,-842.0836,-251783
11912,-941.3216,-187323
11913,-819.4206,-87678
11914,-827.4348,-95155
11915,-714.6697,-77899
11916,-1038.5600,-51928
11917,-595.5502,-160203
11918,-754.8808,-145692
11919,-711.1597,-84628
11920,-954.6033,-115507
11921,-1084.8056,-117159
11922,-944.1935,-58540
11923,-641.8369,-180998
11924,-700.2303,-124641
11925,-563.0306,-55177
11926,-758.2609,-87200
11927,-842.0427,-98519
11928,-549.9552,-36847
11929,-864.9336,-260345
11930,-803.6905,-135020
11931,-703.9776,-94333
11932,-1186.9451,-108012
11933,-1101.9174,-120109
11934,-1180.9592,-57867
11935,-760.3961,-234202
11936,-651.0726,-116542
11937,-955.4381,-100321
11938,-754.5935,-92815
11939,-748.8644,-88366
11940,-725.5156,-46433
11941,-788.5985,-216076
11942,-663.2848,-104799
11943,-645.7876,-72974
11944,-860.1371,-106657
11945,-703.4957,-80902
11946,-1129.4677,-70027
11947,-863.1765,-234784
11948,-734.2938,-129970
11949,-1004.1600,-100416
11950,-437.2460,-55093
11951,-847.6250,-101715
11952,-761.5536,-42647
11953,-770.8919,-228184
11954,-882.6485,-145637
11955,-535.1085,-69029
11956,-979.8989,-87211
11957,-846.2846,-104093
11958,-474.8000,-26114
11959,-805.9743,-250658
11960,-1031.5380,-162983
11961,-648.8942,-67485
11962,-925.5041,-111986
11963,-935.9706,-95469
11964,-866.8750,-55480
11965,-887.4075,-235163
11966,-832.3926,-135680
11967,-655.9694,-64285
11968,-952.0263,-108531
11969,-908.1238,-95353
11970,-1015.6034,-58905
11971,-748.0654,-240129
11972,-717.0244,-117592
11973,-910.1789,-111952
11974,-994.8689,-121374
11975,-630.7087,-80100
11976,-768.9839,-47677
11977,-750.2412,-233325
11978,-854.6330,-160671
11979,-706.3077,-91820
11980,-802.1120,-100264
11981,-714.5167,-85742
11982,-1108.0877,-63161
11983,-787.8734,-242665
11984,-971.2423,-188421
11985,-1039.5269,-96676
11986,-1092.3636,-120160
11987,-853.9907,-92231
11988,-810.1864,-47801
11989,-787.5333,-236260
11990,-887.6127,-153557
11991,-724.6842,-82614
11992,-790.9123,-90164
11993,-606.2403,-78205
11994,-980.3393,-54899
11995,-811.5385,-221550
11996,-584.8889,-94752
11997,-687.6746,-86647
11998,-851.3578,-92798
11999,-870.4037,-94874
12000,-1122.0135,-83029
12001,-814.6544,-221586
12002,-878.1568,-162459
12003,-734.4758,-91075
12004,-874.6638,-101461
12005,-628.5888,-67259
12006,-690.3692,-44874
12007,-828.4380,-226992
12008,-815.0000,-153220
12009,-567.4400,-70930
12010,-759.4746,-89618
12011,-746.5323,-92570
12012,-797.5926,-43070
12013,-835.0938,-240507
12014,-1052.8947,-200050
12015,-884.9160,-115924
12016,-556.1982,-61738
12017,-1077.2857,-135738
12018,-754.2500,-48272
12019,-671.3624,-192681
12020,-637.3025,-103243
12021,-843.8850,-95359
12022,-887.1453,-103796
12023,-760.4019,-81363
12024,-1133.2321,-63461
12025,-952.1404,-278025
12026,-968.8696,-178272
12027,-978.5048,-102743
12028,-883.8291,-103408
12029,-881.1176,-89874
12030,-912.7018,-52024
12031,-807.7133,-242314
12032,-960.3443,-203593
12033,-893.6814,-100986
12034,-810.0150,-107732
12035,-696.9478,-80149
12036,-784.8167,-47089
12037,-1007.5248,-284122
12038,-506.7325,-79557
12039,-1027.3917,-123287
12040,-673.8596,-76820
12041,-885.5868,-107156
12042,-631.3768,-43565
12043,-783.1452,-237293
12044,-687.5476,-115508
12045,-895.1458,-85934
12046,-824.4674,-75851
12047,-802.6748,-98729
12048,-1071.4068,-63213
12049,-737.8144,-214704
12050,-720.4432,-126798
12051,-1071.9808,-111486
12052,-762.7103,-81610
12053,-852.5040,-106563
12054,-1036.1304,-71493
12055,-985.9127,-327323
12056,-861.8654,-134451
12057,-751.3115,-91660
12058,-1186.0451,-157744
12059,-859.8739,-95446
12060,-815.0175,-46456
12061,-1094.0795,-330412
12062,-1020.4847,-200015
12063,-844.4470,-111467
12064,-826.5203,-101662
12065,-857.5197,-108905
12066,-880.7500,-56368
12067,-810.7715,-244853
12068,-640.1066,-126101
12069,-915.1373,-93344
12070,-609.9052,-70749
12071,-749.5000,-83944
12072,-892.0741,-48172
12073,-812.1214,-227394
12074,-830.0266,-156045
12075,-795.7288,-93896
12076,-596.2642,-63204
12077,-653.8644,-77156
12078,-587.0000,-25241
12079,-714.7723,-216576
12080,-912.7200,-159726
12081,-661.7953,-84048
12082,-970.1731,-100898
12083,-1101.4656,-144292
12084,-929.5082,-56700
12085,-953.6990,-294693
12086,-885.5585,-166485
12087,-563.5923,-73267
12088,-839.4425,-94857
12089,-1148.2946,-128609
12090,-985.3750,-55181
12091,-1061.2377,-281228
12092,-828.1667,-139132
12093,-722.7589,-80949
12094,-701.9683,-88448
12095,-735.0841,-78654
12096,-699.6792,-37083
12097,-705.1739,-210847
12098,-769.7747,-140099
12099,-905.5983,-105955
12100,-992.8879,-115175
12101,-674.7281,-76919
12102,-876.2394,-62213
12103,-967.6090,-279639
12104,-855.1348,-152214
12105,-948.7652,-109108
12106,-840.8115,-102579
12107,-631.4800,-78935
12108,-971.4151,-51485
12109,-843.2065,-261394
12110,-1105.0838,-211071
12111,-899.8511,-126879
12112,-770.4113,-95531
12113,-757.4385,-98467
12114,-900.3636,-39616
12115,-832.2827,-235536
12116,-741.1377,-123770
12117,-566.7069,-65738
12118,-764.9490,-74965
12119,-866.5703,-110921
12120,-956.2609,-43988
12121,-941.8179,-263709
12122,-870.6000,-156708
12123,-1008.7687,-135175
12124,-758.3383,-100859
12125,-591.8958,-56822
12126,-1086.7895,-61947
12127,-826.1429,-219754
12128,-852.1520,-145718
12129,-1120.1186,-132174
12130,-840.6165,-111802
12131,-803.1731,-83530
12132,-732.6615,-47623
12133,-899.9716,-285291
12134,-736.5731,-125954
12135,-573.6466,-66543
12136,-787.3934,-96062
12137,-736.3689,-75846
12138,-1029.4902,-52504
12139,-952.4965,-268604
12140,-989.5466,-159317
12141,-1263.7536,-174398
12142,-761.1721,-92863
12143,-786.7540,-99131
12144,-1055.4697,-69661
12145,-792.1559,-233686
12146,-801.9940,-133131
12147,-683.1586,-99058
12148,-804.4476,-84467
12149,-1089.3824,-111117
12150,-983.4333,-59006
12151,-674.3976,-227272
12152,-836.1856,-139643
12153,-689.3162,-80650
12154,-917.3302,-97237
12155,-922.8165,-100587
12156,-963.8261,-44336
12157,-857.5070,-243532
12158,-1055.8397,-164711
12159,-831.0353,-70638
12160,-695.0459,-75760
12161,-734.6311,-89625
12162,-884.6531,-43348
12163,-991.6565,-326255
12164,-916.0807,-147489
12165,-704.0000,-78848
12166,-559.8077,-72775
12167,-862.3415,-106068
12168,-1027.5273,-56514
12169,-759.8308,-202115
12170,-792.7861,-137152
12171,-941.5455,-93213
12172,-712.6780,-84096
12173,-808.6724,-93806
12174,-733.1667,-39591
12175,-958.8709,-289579
12176,-794.8012,-135911
12177,-585.2206,-79590
12178,-1136.8226,-140966
12179,-807.1930,-92020
12180,-447.9474,-25533
12181,-880.4054,-260600
12182,-1129.2444,-203264
12183,-645.9683,-81392
12184,-778.6847,-86434
12185,-727.2871,-73456
12186,-728.1455,-40048
12187,-804.3357,-227627
12188,-820.7660,-154304
12189,-763.2079,-77084
12190,-965.5078,-123585
12191,-790.1154,-102715
12192,-1138.7460,-71741
12193,-752.5240,-203934
12194,-868.5914,-161558
12195,-867.6495,-84162
12196,-970.8468,-120385
12197,-1113.4196,-124703
12198,-1194.0784,-60898
12199,-906.4926,-307301
12200,-786.6552,-136878
12201,-1017.8651,-128251
12202,-1017.9766,-130301
12203,-961.9833,-115438
12204,-1277.5373,-85595
12205,-766.1905,-209170
12206,-828.5814,-142516
12207,-1073.1339,-136288
12208,-860.7179,-100704
12209,-1037.4592,-101671
12210,-632.0857,-44246
12211,-686.2387,-227145
12212,-596.4167,-128826
12213,-1016.2609,-116870
12214,-737.8500,-88542
12215,-761.9206,-96002
12216,-865.9841,-54557
12217,-969.5560,-268567
12218,-731.1341,-130873
12219,-816.2407,-88154
12220,-773.3382,-105174
12221,-802.5083,-96301
12222,-993.3333,-50660
12223,-569.5065,-175408
12224,-658.9728,-121251
12225,-1117.8158,-127431
12226,-870.1846,-113124
12227,-617.6140,-70408
12228,-556.4179,-37280
12229,-821.1964,-225829
12230,-493.1676,-91236
12231,-602.1393,-73461
12232,-1041.4532,-144762
12233,-741.7636,-81594
12234,-561.2368,-42654
12235,-876.1748,-250586
12236,-779.2400,-136367
12237,-665.1654,-84476
12238,-609.7179,-71337
12239,-683.0156,-87426
12240,-1265.3333,-72124
12241,-864.7614,-264617
12242,-1012.3841,-152870
12243,-870.3448,-100960
12244,-704.5574,-85956
12245,-733.4054,-81408
12246,-1146.3529,-58464
12247,-651.4093,-183046
12248,-812.2483,-121025
12249,-659.2821,-77136
12250,-794.6271,-93766
12251,-698.9826,-80383
12252,-923.9808,-48047
12253,-843.1750,-236089
12254,-736.0380,-135431
12255,-655.4860,-70137
12256,-836.4485,-113757
12257,-1125.8400,-140730
12258,-1067.0690,-61890
12259,-852.6554,-252386
12260,-867.7453,-139707
12261,-769.3983,-90789
12262,-1072.3652,-123322
12263,-786.8655,-93637
12264,-420.8276,-24408
12265,-884.4197,-269748
12266,-786.0476,-132056
12267,-606.6270,-76435
12268,-753.1942,-77579
12269,-707.2455,-77797
12270,-656.1509,-34776
12271,-868.0241,-251727
12272,-969.6321,-187139
12273,-973.7540,-122693
12274,-786.9785,-73189
12275,-893.8818,-98327
12276,-845.5970,-56655
12277,-941.2383,-240957
12278,-892.6432,-165139
12279,-857.2381,-108012
12280,-1011.8091,-111299
12281,-662.5147,-90102
12282,-612.5472,-32465
12283,-932.8394,-232277
12284,-1004.8655,-171832
12285,-885.3438,-113324
12286,-1228.8431,-125342
12287,-855.6828,-124074
12288,-892.6406,-57129
12289,-994.4116,-275452
12290,-899.2488,-180749
12291,-838.4912,-95588
12292,-680.4336,-76889
12293,-887.7391,-102090
12294,-811.4500,-48687
12295,-1006.1941,-274691
12296,-643.6053,-97828
12297,-933.6786,-104572
12298,-801.0808,-79307
12299,-632.0593,-74583
12300,-905.4483,-52516
12301,-911.7601,-269881
12302,-873.6429,-159003
12303,-436.7479,-51973
12304,-617.2451,-62959
12305,-849.8092,-111325
12306,-960.7234,-45154
12307,-852.7133,-249845
12308,-743.7543,-130157
12309,-630.2315,-68065
12310,-1222.8421,-162638
12311,-1022.1146,-98123
12312,-1090.1290,-67588
12313,-707.4369,-218598
12314,-816.9553,-146235
12315,-1068.3592,-110041
12316,-855.7064,-93272
12317,-711.0847,-83908
12318,-846.6829,-34714
12319,-692.0659,-188934
12320,-688.8556,-123994
12321,-1120.2288,-132187
12322,-758.7037,-81940
12323,-1020.9182,-112301
12324,-905.6545,-49811
12325,-869.2842,-247746
12326,-815.6895,-154981
12327,-968.1538,-100688
12328,-789.1641,-101013
12329,-724.6176,-98548
12330,-723.1034,-41940
12331,-823.6494,-223209
12332,-749.4759,-140152
12333,-879.9187,-108230
12334,-1075.1709,-125795
12335,-859.5538,-111742
12336,-760.4348,-52470
12337,-752.0989,-205323
12338,-675.1897,-117483
12339,-878.2800,-87828
12340,-1027.0185,-110918
12341,-798.6357,-103024
12342,-920.6833,-55241
12343,-742.4983,-213097
12344,-656.3647,-111582
12345,-850.6960,-106337
12346,-898.7984,-115945
12347,-624.8740,-79359
12348,-918.3208,-48671
12349,-748.8158,-199185
12350,-803.8919,-148720
12351,-1013.0263,-115485
12352,-582.1008,-69270
12353,-808.3529,-96194
12354,-596.4074,-32206
12355,-903.1913,-269151
12356,-752.2436,-117350
12357,-811.3246,-92491
12358,-1276.4356,-128920
12359,-757.8750,-78819
12360,-887.2245,-43474
12361,-826.9688,-238167
12362,-919.7285,-138879
12363,-625.5470,-73189
12364,-1200.2437,-142829
12365,-616.7895,-70314
12366,-999.0923,-64941
12367,-793.6771,-228579
12368,-986.3235,-167675
12369,-896.0263,-102147
12370,-958.9016,-116986
12371,-686.5630,-92686
12372,-888.3188,-61294
12373,-852.8385,-248176
12374,-932.1607,-156603
12375,-1015.3478,-93412
12376,-1100.8739,-131004
12377,-974.3701,-123745
12378,-735.2931,-42647
12379,-780.5046,-256786
12380,-856.0988,-147249
12381,-596.0000,-63176
12382,-819.4880,-102436
12383,-732.8487,-87209
12384,-928.0175,-52897
12385,-732.0618,-189604
12386,-937.2568,-171518
12387,-781.1789,-74212
12388,-758.1346,-78846
12389,-914.0242,-113339
12390,-1155.6522,-79740
12391,-818.2441,-244655
12392,-812.2468,-125086
12393,-701.1852,-75728
12394,-1145.9600,-143245
12395,-883.3162,-103348
12396,-874.0694,-62933
12397,-915.9143,-256456
12398,-906.6961,-164112
12399,-1021.7381,-128739
12400,-852.2596,-88635
12401,-690.0957,-79361
12402,-1084.6667,-61826
12403,-806.0037,-220039
12404,-940.4885,-163645
12405,-935.7523,-101997
12406,-662.1417,-84092
12407,-854.1969,-108483
12408,-628.1739,-43344
12409,-747.6234,-230268
12410,-886.5000,-143613
12411,-947.2000,-104192
12412,-926.3478,-106530
12413,-976.7238,-102556
12414,-1057.7627,-62408
12415,-1013.7138,-293977
12416,-985.8519,-159708
12417,-748.4793,-90566
12418,-770.7196,-82467
12419,-1033.0079,-130159
12420,-920.9683,-58021
12421,-983.6078,-300984
12422,-745.3702,-134912
12423,-895.1732,-113687
12424,-1065.4132,-128915
12425,-1027.3482,-115063
12426,-603.0909,-33170
12427,-939.9924,-247218
12428,-1058.8667,-190596
12429,-1040.5135,-115497
12430,-629.7623,-76831
12431,-826.0746,-110694
12432,-830.1698,-43999
12433,-776.9485,-226092
12434,-967.7143,-182898
12435,-997.0513,-116655
12436,-760.0714,-85128
12437,-858.1869,-91826
12438,-1047.5500,-62853
12439,-612.9172,-185101
12440,-709.2235,-126951
12441,-897.4369,-92436
12442,-760.9924,-100451
12443,-1025.1237,-99437
12444,-754.3016,-47521
12445,-827.9965,-235151
12446,-736.8790,-115690
12447,-858.7642,-105628
12448,-772.6017,-91167
12449,-731.4583,-87775
12450,-1373.4493,-94768
12451,-803.4021,-233790
12452,-771.5357,-151221
12453,-777.8100,-77781
12454,-755.5804,-84625
12455,-775.8783,-89226
12456,-1126.7586,-65352
12457,-882.6492,-269208
12458,-925.8889,-141661
12459,-513.4348,-59045
12460,-1040.4500,-104045
12461,-1066.9661,-125902
12462,-625.9661,-36932
12463,-926.0348,-265772
12464,-942.6833,-169683
12465,-873.3628,-98690
12466,-810.9810,-85153
12467,-1028.9316,-120385
12468,-578.0132,-43929
12469,-858.0971,-238551
12470,-658.0814,-113190
12471,-803.2500,-93177
12472,-732.8099,-88670
12473,-575.7031,-73690
12474,-631.1800,-31559
